emg0,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz
0.01724,0.27404,0.20898,9.82183,0.11514,-0.02814,0.00048
0.02438,0.27921,0.20585,9.82252,0.12450,-0.00343,-0.00495
0.02326,0.28072,0.19442,9.81035,0.07055,0.00356,-0.01295
0.01931,0.27808,0.18114,9.84297,0.05699,-0.01426,0.02080
0.04663,0.27129,0.19793,9.79418,0.11939,0.02497,0.00523
0.03057,0.29270,0.18675,9.81058,0.09845,-0.02259,0.02318
0.05383,0.27292,0.18014,9.77119,0.10887,-0.01991,-0.00084
0.05708,0.27570,0.17550,9.85408,0.10046,0.00432,0.03657
0.03612,0.27826,0.18976,9.82418,0.09054,0.01507,0.01057
0.00823,0.29037,0.19230,9.83890,0.06491,-0.02413,0.01563
0.03195,0.28750,0.19317,9.77129,0.11088,-0.03918,-0.01785
0.01413,0.26628,0.20177,9.80826,0.08061,0.01658,0.00329
0.02668,0.27291,0.20220,9.81170,0.08215,-0.01427,-0.01255
-0.01069,0.27951,0.19648,9.77272,0.08380,-0.00368,0.06386
0.04672,0.28178,0.20833,9.84231,0.12046,0.01501,0.01016
0.02420,0.26866,0.19649,9.84451,0.08912,-0.01381,0.00711
0.01112,0.28272,0.20167,9.79446,0.08298,0.00106,-0.01258
0.00404,0.26066,0.18589,9.80357,0.13007,-0.00776,-0.04606
0.04058,0.26700,0.18073,9.78636,0.10808,-0.01700,-0.01738
0.03277,0.28460,0.18866,9.79448,0.08108,0.00692,0.00352
0.01472,0.26429,0.20173,9.80064,0.08450,-0.01642,-0.01212
0.02377,0.28734,0.19719,9.79024,0.07637,-0.00786,-0.00331
0.01540,0.28553,0.19782,9.81968,0.06816,0.01755,0.03498
0.03992,0.28079,0.19462,9.80353,0.06312,-0.02395,0.01658
0.01394,0.27836,0.18832,9.84008,0.08372,0.00619,0.00753
0.05921,0.27593,0.20359,9.76700,0.10834,-0.00635,0.01104
0.00888,0.28416,0.18356,9.79284,0.08400,-0.00015,-0.01467
0.03534,0.28607,0.20250,9.80596,0.09288,0.02668,-0.01935
0.04463,0.27706,0.20152,9.78891,0.04625,0.03416,-0.03231
0.50985,0.26333,0.21778,9.81689,0.06250,-0.02368,-0.02492
0.67390,0.28339,0.18472,9.79373,0.08666,0.01835,-0.00490
0.81628,0.29568,0.19811,9.79453,0.10867,-0.01073,0.01522
0.35203,0.28511,0.18531,9.82036,0.13211,0.02440,-0.01425
0.82982,0.27186,0.21150,9.81848,0.11200,-0.04257,-0.02030
0.80843,0.27799,0.17184,9.82593,0.05673,-0.00756,-0.02253
0.48175,0.27132,0.19102,9.78809,0.09646,0.00112,-0.01776
0.75270,0.28906,0.19949,9.79799,0.07704,0.01019,0.00579
0.64683,0.27899,0.19345,9.77138,0.07518,-0.03263,-0.00964
0.76179,0.28167,0.20706,9.82663,0.05690,0.00656,0.01963
0.44346,0.26596,0.19716,9.80052,0.13113,-0.01451,-0.01691
0.82170,0.28952,0.19075,9.80633,0.07617,-0.01721,0.01233
0.47233,0.28817,0.19654,9.80675,0.08312,-0.02096,0.01927
0.69357,0.29485,0.20253,9.82452,0.12391,0.00330,-0.01615
0.62343,0.29773,0.16537,9.77155,0.08022,0.02943,-0.01786
0.39763,0.28153,0.19934,9.77777,0.05656,-0.02074,0.02219
0.58557,0.28396,0.18496,9.83754,0.07329,-0.02916,-0.00843
0.42220,0.28661,0.19374,9.80272,0.09775,0.05674,-0.03690
0.89003,0.28110,0.19174,9.80390,0.08396,0.02780,-0.00649
0.54150,0.29654,0.18921,9.79641,0.07663,-0.04615,-0.00109
0.83855,0.29056,0.18633,9.80790,0.08816,0.00403,0.02814
0.83005,0.28393,0.16892,9.80159,0.12331,-0.02569,-0.02206
0.44196,0.30386,0.17882,9.86919,0.08377,-0.01141,0.01766
0.75558,0.28985,0.19360,9.81068,0.08770,-0.00201,0.03123
0.60762,0.28393,0.20081,9.81476,0.07602,-0.02229,-0.03864
0.82183,0.28790,0.19483,9.81854,0.07213,0.01171,0.02077
0.48423,0.27646,0.16862,9.78325,0.05531,-0.00423,-0.00692
0.76496,0.27572,0.17297,9.83984,0.08544,-0.00845,-0.01815
0.69052,0.27936,0.19404,9.81677,0.09433,-0.02567,-0.04778
0.67071,0.31166,0.19266,9.78270,0.03880,-0.01471,0.02891
0.76562,0.28191,0.19244,9.81613,0.06821,-0.01387,0.00720
0.87376,0.27805,0.19852,9.83264,0.12530,0.00574,-0.00647
0.82950,0.30043,0.18803,9.84262,0.07250,-0.00835,-0.02125
0.78504,0.28010,0.20579,9.83009,0.09954,0.01182,-0.02086
0.61088,0.27832,0.18198,9.80190,0.07883,-0.03648,-0.01611
0.54161,0.29478,0.19395,9.79612,0.08012,-0.00453,-0.01069
0.58045,0.27718,0.18893,9.83075,0.09546,-0.01255,0.00622
0.85015,0.29278,0.18142,9.80824,0.08198,0.00539,0.00281
0.35664,0.28830,0.18474,9.78803,0.07519,0.01534,0.02061
0.37999,0.28307,0.18628,9.81826,0.09326,0.03545,0.02045
0.45978,0.28076,0.18490,9.78547,0.06967,0.05194,0.00889
0.40174,0.28636,0.17800,9.81656,0.06730,-0.00212,-0.00046
0.38076,0.29676,0.18440,9.77236,0.10021,-0.00579,-0.02767
0.88667,0.27724,0.20309,9.80265,0.05458,-0.00336,0.00978
0.31106,0.28810,0.21105,9.80271,0.08011,0.02798,-0.01261
0.65834,0.28868,0.18528,9.80298,0.09351,-0.00414,0.00068
0.41759,0.29990,0.20258,9.80492,0.08875,-0.02047,0.00782
0.82506,0.28847,0.19197,9.78842,0.04831,0.03854,-0.00500
0.72129,0.28018,0.18863,9.83237,0.04431,0.00233,-0.02304
0.77059,0.27170,0.19276,9.78939,0.06679,-0.00291,0.00663
0.81608,0.29322,0.16791,9.81155,0.05237,0.02539,0.01634
0.41747,0.28365,0.19758,9.81829,0.11258,-0.01443,0.02300
0.79963,0.28338,0.18729,9.84037,0.10576,-0.00946,-0.01513
0.74874,0.29384,0.17317,9.79825,0.05737,-0.00014,-0.02966
0.38597,0.30097,0.19988,9.82229,0.08520,-0.00067,0.00157
0.31689,0.29500,0.18512,9.83038,0.09924,0.00402,-0.00314
0.31306,0.29407,0.19669,9.81980,0.06638,0.01822,-0.00380
0.83151,0.28768,0.19720,9.80116,0.04443,-0.01517,-0.02739
0.83554,0.29262,0.19414,9.80186,0.08797,0.01696,0.00974
0.74662,0.29307,0.19273,9.78229,0.03642,0.00991,-0.00620
0.45311,0.29288,0.19099,9.80091,0.05457,-0.01441,0.02519
0.59306,0.27393,0.20013,9.81107,0.10137,-0.01287,0.01992
0.32781,0.30085,0.18200,9.83271,0.08392,0.02728,-0.01269
0.78786,0.28012,0.19678,9.77218,0.07409,0.00524,-0.01821
0.31958,0.29012,0.19977,9.76500,0.07858,0.00883,0.01191
0.33552,0.28994,0.17679,9.78280,0.02964,0.02642,0.01004
0.71509,0.27895,0.18858,9.82945,0.05199,-0.02304,-0.01103
0.87659,0.29737,0.19185,9.76568,0.05440,-0.00668,-0.02069
0.38920,0.28452,0.18251,9.78475,0.08831,-0.02263,-0.01094
0.48841,0.29825,0.19352,9.80488,0.02887,0.04363,0.04418
0.49151,0.29654,0.17476,9.80550,0.06338,0.00402,0.00773
0.41915,0.29209,0.17551,9.81964,0.05958,0.01797,0.00711
0.67238,0.29222,0.18841,9.80161,0.05021,0.03121,-0.05462
0.79979,0.30271,0.19052,9.83214,0.04213,-0.02632,-0.00559
0.50265,0.30704,0.18814,9.78084,0.05361,-0.02362,0.00027
0.66725,0.29419,0.18291,9.83575,0.07674,0.00391,-0.00729
0.35471,0.28276,0.18234,9.81637,0.03178,-0.00438,-0.01990
0.45584,0.27969,0.19147,9.76699,0.07461,-0.05371,0.00353
0.80071,0.29438,0.19012,9.79978,0.04589,-0.03828,0.01020
0.59336,0.28983,0.16737,9.77643,0.09273,-0.01646,-0.01222
0.36736,0.28919,0.19688,9.82582,0.07319,-0.00096,-0.03526
0.38841,0.28785,0.18969,9.84302,0.02989,0.00794,0.03612
0.60659,0.29704,0.19851,9.79488,0.03213,-0.01145,0.02825
0.56469,0.28814,0.17796,9.81178,0.03118,-0.02121,0.00531
0.58129,0.28417,0.19591,9.78188,0.04209,0.00783,-0.01976
0.89010,0.30343,0.18096,9.78561,0.02208,-0.00692,-0.02512
0.77091,0.27856,0.20047,9.82797,0.06326,0.02598,-0.00584
0.63909,0.29524,0.20190,9.81807,0.04686,0.01159,-0.00491
0.31482,0.28379,0.18558,9.76980,0.01844,0.01245,-0.01587
0.31438,0.29258,0.18968,9.79089,0.06003,0.01111,-0.01349
0.46118,0.29427,0.19407,9.81971,0.05128,0.00866,-0.00715
0.42068,0.28465,0.18548,9.81684,0.05229,-0.01353,0.01120
0.53897,0.30007,0.19370,9.80103,0.06046,0.03193,-0.01999
0.73944,0.28777,0.19458,9.83076,0.05850,-0.01920,0.01269
0.54875,0.31229,0.18822,9.86108,0.04290,-0.01341,-0.03303
0.47095,0.28814,0.19362,9.80113,0.03909,0.01894,-0.00387
0.89615,0.27953,0.17176,9.83030,0.04794,0.00027,-0.03669
0.48183,0.29210,0.19124,9.83097,0.03902,-0.03125,-0.02207
0.51126,0.30322,0.18101,9.79781,0.07932,0.00924,-0.01560
0.53065,0.29585,0.19512,9.79482,0.04177,-0.02499,0.01139
0.86185,0.30576,0.18701,9.82300,0.04730,-0.02196,0.00146
0.56206,0.27896,0.19466,9.84053,0.04952,-0.00078,-0.00102
0.61026,0.28345,0.17312,9.83205,0.03619,-0.03246,-0.03418
0.68111,0.29441,0.19245,9.82472,0.01957,-0.00876,-0.01648
0.79648,0.28395,0.19882,9.84067,0.04422,-0.00246,-0.04564
0.57765,0.29269,0.19323,9.80123,0.08885,-0.00544,0.00677
0.65763,0.30743,0.19241,9.83322,0.03355,0.01231,0.02586
0.40776,0.29863,0.20875,9.77791,0.06821,-0.02118,-0.00982
0.61721,0.28163,0.18593,9.78648,0.05281,0.00418,0.01423
0.64811,0.29428,0.20330,9.81263,0.02995,-0.02716,-0.05586
0.70084,0.29109,0.18102,9.80189,0.06874,-0.01089,0.00611
0.86097,0.26299,0.20465,9.80546,0.07166,-0.01853,0.00395
0.76604,0.28803,0.18941,9.83056,0.03941,0.00064,0.00282
0.65086,0.30899,0.19383,9.83080,0.03799,0.01354,0.00684
0.38823,0.30592,0.20062,9.82306,0.04996,-0.02504,-0.01265
0.43738,0.29872,0.19585,9.80639,0.04557,-0.01783,0.03077
0.87061,0.27931,0.19246,9.78208,0.03203,-0.00402,0.00483
0.48991,0.29520,0.18822,9.84121,0.07122,-0.01583,0.00605
0.70327,0.29919,0.18343,9.80392,0.03193,0.00609,0.00018
0.64518,0.29242,0.18998,9.78345,0.06180,0.02025,-0.01903
0.53607,0.28658,0.18266,9.81508,0.04089,0.00871,-0.00618
0.76944,0.29784,0.20344,9.79999,0.02544,-0.02824,0.01530
0.56831,0.31121,0.19923,9.81641,-0.00997,0.01989,0.00047
0.81387,0.29433,0.18562,9.80339,0.05329,-0.00173,0.00187
0.64887,0.29039,0.17222,9.80830,0.04895,-0.01625,0.00450
0.85770,0.29554,0.18227,9.79479,0.00846,0.02689,-0.00307
0.45343,0.28144,0.18342,9.79612,0.04632,0.01875,0.00143
0.42595,0.30074,0.19135,9.81346,0.06208,0.00225,0.03250
0.85546,0.30800,0.19295,9.82226,0.05281,-0.00121,0.00442
0.37132,0.29208,0.19754,9.78075,0.01592,0.00472,0.00134
0.43779,0.31228,0.18940,9.79212,0.02111,-0.00421,0.03813
0.85157,0.30875,0.19315,9.78451,0.05672,0.03596,0.03012
0.48530,0.31206,0.17853,9.76966,0.10096,-0.00999,0.03022
0.31144,0.30792,0.20906,9.81363,0.01898,-0.01397,0.01342
0.67455,0.29290,0.20442,9.81792,0.04029,0.02298,0.00439
0.31468,0.29977,0.17168,9.84130,-0.01166,0.01033,-0.00901
0.31983,0.29678,0.20210,9.81945,0.03035,-0.02879,-0.02346
0.57721,0.28990,0.19986,9.79916,-0.00017,-0.01580,0.00052
0.56387,0.28787,0.19801,9.81321,0.04078,0.03816,-0.01357
0.84363,0.27311,0.18100,9.79222,0.04669,0.00557,0.00626
0.55092,0.30488,0.17754,9.81604,0.00816,0.01006,-0.03038
0.50977,0.28964,0.19538,9.81293,0.05641,-0.00525,0.00642
0.77692,0.29318,0.19625,9.76544,0.03356,0.00446,0.01299
0.42117,0.29032,0.19860,9.82215,-0.00098,-0.00479,0.03091
0.93221,0.29424,0.18973,9.76596,0.04321,0.00090,0.01535
0.51087,0.28352,0.19848,9.79733,0.00717,-0.03374,-0.00269
0.37809,0.29880,0.19107,9.78731,-0.00953,-0.00349,0.00153
0.54485,0.29678,0.18276,9.82306,0.05666,-0.00441,-0.01299
0.55189,0.29109,0.18649,9.80509,0.02709,-0.00097,0.01405
0.46867,0.28131,0.19853,9.78147,0.04382,-0.01727,-0.00416
0.32390,0.27260,0.20517,9.85062,0.00991,0.02469,-0.02183
0.80367,0.30138,0.19028,9.79088,0.03876,0.00362,0.00888
0.60122,0.30107,0.19503,9.81519,0.01777,-0.00167,-0.00866
0.39053,0.31801,0.20197,9.80693,0.03637,-0.00410,-0.00642
0.32227,0.29406,0.19766,9.79412,0.02700,0.00808,-0.02222
0.33608,0.31405,0.18553,9.81930,0.03108,-0.02864,0.01300
0.54724,0.28049,0.18103,9.79765,0.01433,-0.01473,0.01109
0.33890,0.28023,0.20185,9.76666,0.01314,0.01612,-0.01528
0.64436,0.28668,0.19920,9.79499,0.01009,-0.03002,-0.00810
0.81233,0.29836,0.19785,9.83630,0.00019,-0.04244,0.01152
0.39189,0.29078,0.19808,9.80504,0.02983,-0.01162,-0.01152
0.83780,0.28985,0.17594,9.81477,0.04120,0.02535,-0.00121
0.90555,0.29719,0.19202,9.79233,0.00335,0.00463,-0.02226
0.34307,0.28935,0.17545,9.78570,0.03991,0.01240,-0.01583
0.33998,0.30979,0.18335,9.83941,0.00947,0.00072,-0.01421
0.86555,0.30688,0.20539,9.81666,0.00622,0.00915,0.00104
0.45704,0.29296,0.20610,9.82591,0.01093,-0.01036,-0.00878
0.33154,0.29197,0.18487,9.79750,-0.02041,0.01079,-0.02652
0.74573,0.28916,0.18991,9.81613,0.04947,0.00101,0.00493
0.47907,0.29550,0.19545,9.75690,0.04307,-0.00680,0.01116
0.70898,0.31554,0.19656,9.77395,0.02010,0.01052,-0.00824
0.50111,0.28923,0.18862,9.81665,0.03774,0.00941,-0.00380
0.42060,0.30009,0.18396,9.82006,-0.00381,0.01421,0.03363
0.70478,0.29272,0.19382,9.81333,0.02933,-0.04646,-0.03325
0.30160,0.28840,0.19470,9.80010,0.03843,-0.00689,0.03067
0.70314,0.31045,0.18842,9.79599,0.03649,0.01305,-0.01166
0.79298,0.29633,0.18078,9.79328,-0.00984,0.01927,0.00293
0.91948,0.29684,0.20484,9.82370,0.00045,-0.00255,-0.03356
0.68988,0.29891,0.18942,9.82098,0.01194,0.00533,0.02394
0.85503,0.29476,0.18217,9.80495,0.03818,0.00160,-0.02421
0.87668,0.28876,0.21024,9.81575,0.00214,0.01300,-0.04223
0.68835,0.29555,0.20632,9.80479,-0.01792,-0.01296,0.01194
0.60578,0.29617,0.19699,9.81557,0.00114,-0.00826,0.00249
0.66399,0.30674,0.17085,9.81069,0.01605,-0.00270,-0.01707
0.73340,0.30166,0.19113,9.82639,-0.01939,0.00907,-0.00477
0.38255,0.30537,0.18934,9.82066,0.02583,-0.03257,-0.00108
0.77124,0.27936,0.20080,9.81243,0.02711,-0.02678,0.02369
0.37895,0.29433,0.18344,9.78858,0.01110,-0.01932,0.01928
0.35787,0.30399,0.19472,9.82071,0.02915,0.00190,-0.00359
0.83243,0.32018,0.18134,9.79379,0.02177,-0.01685,-0.02064
0.58907,0.30094,0.18139,9.82710,0.01206,0.02011,-0.00146
0.77753,0.28393,0.19037,9.79836,-0.02436,-0.02665,-0.03713
0.74165,0.29814,0.19652,9.78395,-0.01002,-0.02768,-0.00952
0.56096,0.29229,0.18412,9.77055,-0.02619,0.00171,-0.00264
0.73511,0.27794,0.18044,9.82593,0.02248,-0.01409,0.00786
0.81729,0.29536,0.19955,9.83871,-0.00356,-0.01271,0.01153
0.56997,0.28421,0.20313,9.82507,0.00495,-0.01812,0.02075
0.88398,0.28864,0.19620,9.84670,-0.00158,0.00761,0.00008
0.68899,0.29324,0.19042,9.79784,-0.02108,0.02212,0.00407
0.88110,0.27804,0.19667,9.81274,0.00688,0.01384,0.03078
0.47237,0.28961,0.18129,9.78998,0.00816,-0.00887,-0.00521
0.48483,0.28826,0.20218,9.78039,0.00367,0.00572,0.00420
0.77748,0.29612,0.19557,9.80930,-0.00333,-0.00034,-0.04698
0.72132,0.30583,0.18638,9.79898,0.01668,-0.02893,0.03050
0.91907,0.27379,0.18611,9.79321,0.01568,0.00660,-0.00444
0.58220,0.29038,0.17583,9.81834,-0.00943,-0.03234,-0.02409
0.45616,0.27806,0.18167,9.83042,-0.01513,-0.01909,-0.01103
0.89841,0.31316,0.18624,9.82880,-0.00133,0.03482,0.01030
0.46965,0.30018,0.17992,9.82617,0.01466,0.01034,0.04201
0.87283,0.30902,0.17409,9.80835,-0.02084,0.00376,0.01046
0.57656,0.28688,0.18584,9.80970,0.00020,-0.01621,-0.01173
0.80253,0.30083,0.20053,9.83203,0.01441,0.00079,0.01377
0.74730,0.29182,0.17652,9.82262,0.01893,0.03887,0.02792
0.41264,0.29492,0.20243,9.81820,-0.01228,0.01627,0.01863
0.76111,0.30371,0.20714,9.77660,-0.00382,-0.02696,-0.01202
0.71517,0.29458,0.18131,9.79388,-0.02708,0.02249,-0.02857
0.44053,0.29828,0.20499,9.82745,0.02297,-0.01270,0.01428
0.82476,0.30799,0.18734,9.81715,-0.00793,-0.03780,-0.00860
0.87983,0.30404,0.18341,9.77777,-0.03541,-0.00336,0.00349
0.64273,0.28997,0.19245,9.84568,-0.02234,-0.02206,0.00002
0.67889,0.30712,0.19601,9.78044,-0.02340,-0.01001,0.01025
0.89749,0.29229,0.18009,9.82109,-0.03047,-0.00553,-0.01865
0.86996,0.31161,0.19506,9.84150,0.00114,-0.02884,0.03789
0.42040,0.28539,0.19186,9.83921,-0.01371,0.03565,-0.05003
0.61305,0.30816,0.20789,9.80795,-0.03029,0.01549,-0.00636
0.44727,0.30149,0.18322,9.83273,0.01271,-0.03165,-0.01750
0.80433,0.28458,0.19389,9.81932,-0.01777,-0.01564,0.00861
0.76011,0.29514,0.18973,9.80606,-0.03861,-0.02601,-0.05380
0.40866,0.29201,0.20351,9.77172,0.03134,0.03069,0.00281
0.89410,0.28734,0.18023,9.83758,-0.01897,-0.00433,0.00298
0.41407,0.29629,0.20504,9.80181,-0.03588,0.02165,0.00824
0.73850,0.30476,0.18021,9.80541,0.01414,-0.00680,0.00749
0.31992,0.29616,0.18894,9.80974,-0.03846,-0.01154,-0.00491
0.80932,0.29996,0.20154,9.79689,-0.03236,-0.00825,-0.00397
0.36804,0.28546,0.19838,9.84359,0.00928,0.00315,-0.03562
0.58484,0.28192,0.18952,9.80202,-0.05091,0.02379,0.02351
0.88951,0.29127,0.18598,9.80265,-0.05076,-0.01211,0.00752
0.43107,0.30184,0.20201,9.81318,-0.02172,0.02357,-0.00299
0.49797,0.29212,0.19122,9.80991,-0.03301,0.04593,-0.03469
0.69124,0.28264,0.19555,9.80178,-0.04126,0.01856,-0.00163
0.62521,0.29938,0.19422,9.79668,-0.01243,0.01562,0.02493
0.61766,0.29692,0.20032,9.82930,0.00086,0.01370,0.00691
0.54569,0.28914,0.19774,9.81765,-0.04725,0.01392,-0.00746
0.73789,0.31031,0.19066,9.81681,-0.00219,-0.02039,-0.03096
0.65286,0.29763,0.20176,9.80899,0.00613,0.00441,0.00912
0.37082,0.29128,0.19001,9.79791,-0.03583,-0.00801,0.01383
0.82174,0.29616,0.17224,9.84673,-0.02847,0.00651,0.01110
0.73140,0.28828,0.20852,9.78551,-0.02053,-0.01227,-0.03813
0.59767,0.28139,0.20268,9.85252,-0.03675,0.01177,-0.00287
0.56661,0.27855,0.18022,9.79966,-0.02155,0.02397,0.00143
0.40698,0.30160,0.19082,9.80344,-0.03187,-0.05353,-0.00399
0.65062,0.29290,0.18500,9.84566,-0.02710,-0.01607,-0.00023
0.59521,0.28717,0.19447,9.79430,0.00598,-0.03781,-0.01442
0.36368,0.30873,0.19888,9.82130,-0.02903,0.03087,0.01164
0.59180,0.29540,0.20134,9.80505,-0.05777,-0.00177,-0.02386
0.90184,0.30625,0.18113,9.78706,-0.01039,0.02805,-0.01758
0.71873,0.27850,0.19173,9.84276,0.00913,-0.01131,0.01790
0.64877,0.27418,0.17499,9.79112,-0.06360,-0.01413,-0.00210
0.35787,0.28417,0.20116,9.80383,-0.04131,0.01332,0.03356
0.47879,0.27775,0.18699,9.82245,-0.01638,-0.00374,0.01333
0.73010,0.29131,0.18329,9.85378,-0.05152,-0.02925,0.02175
0.67557,0.28485,0.19184,9.79665,-0.04055,-0.00123,0.00162
0.84142,0.30278,0.20051,9.82384,-0.00846,0.01220,0.00585
0.60091,0.30229,0.20328,9.81300,-0.00980,-0.00645,0.02015
0.41293,0.28963,0.17344,9.82440,-0.02028,0.01589,-0.01727
0.82992,0.29609,0.19731,9.82940,-0.02556,-0.00164,-0.04298
0.40339,0.30482,0.18717,9.79646,-0.05328,0.01203,0.00975
0.46481,0.29580,0.17059,9.76465,-0.03204,0.01096,-0.01655
0.36906,0.29518,0.19775,9.82952,-0.03038,-0.01461,-0.00797
0.86939,0.29300,0.18053,9.80434,-0.01009,0.00103,-0.01506
0.37638,0.29325,0.19327,9.77026,-0.01785,-0.00054,0.00571
0.71186,0.29946,0.17672,9.79736,-0.03357,0.02672,-0.00125
0.68206,0.29897,0.22078,9.82455,-0.01483,-0.00908,-0.00650
0.32474,0.28649,0.19589,9.80029,-0.04511,-0.01177,0.01958
0.59538,0.28689,0.19021,9.82611,-0.04713,0.01676,-0.00265
0.33019,0.30918,0.19651,9.81535,-0.01330,0.00774,-0.00501
0.42892,0.29045,0.18968,9.81851,-0.01049,0.00217,0.01161
0.73110,0.28224,0.20448,9.79104,-0.03967,-0.00806,-0.01112
0.53846,0.28993,0.19096,9.79988,-0.07441,-0.02283,-0.00735
0.71207,0.29684,0.18942,9.79245,-0.04242,-0.00933,-0.05974
0.42011,0.29032,0.19574,9.83361,-0.03825,0.04095,0.02637
0.85039,0.30182,0.18452,9.80103,-0.08112,0.01898,0.00860
0.85459,0.29309,0.17867,9.79197,-0.03433,0.00442,-0.03254
0.70191,0.29250,0.18117,9.79388,-0.07607,0.01184,-0.00214
0.72448,0.30459,0.18476,9.81929,-0.03472,0.01081,0.00621
0.85776,0.29575,0.18056,9.80360,-0.06349,-0.00465,0.01332
0.71335,0.29094,0.19830,9.81417,-0.02942,0.00275,0.03408
0.43168,0.29647,0.17736,9.81023,-0.00363,-0.00103,-0.00023
0.49332,0.28689,0.20478,9.82562,-0.07182,-0.00975,-0.02307
0.50976,0.30994,0.19772,9.81630,-0.05438,0.01218,-0.00270
0.82898,0.28620,0.19431,9.77571,-0.01630,0.02052,-0.02148
0.84169,0.28419,0.18179,9.81576,-0.05563,-0.00311,0.02622
0.78485,0.28672,0.19310,9.84198,-0.07245,0.03169,0.01053
0.41805,0.29666,0.18633,9.77772,-0.04174,-0.00248,-0.00330
0.40653,0.30140,0.18830,9.80524,-0.03064,0.00656,0.04465
0.33146,0.27645,0.18857,9.81969,-0.07001,-0.00295,0.00284
0.79836,0.27794,0.19854,9.81410,-0.03547,0.00556,-0.00230
0.87745,0.29677,0.19002,9.80842,-0.06364,-0.00355,-0.01297
0.56824,0.28796,0.19594,9.82535,-0.04217,0.00560,-0.01001
0.34758,0.29417,0.18713,9.80307,-0.02355,0.00572,-0.00947
0.86817,0.29358,0.20006,9.83333,-0.04073,0.04063,-0.03111
0.82119,0.29656,0.19524,9.81713,-0.04148,0.01809,-0.00515
0.70278,0.30719,0.20991,9.78949,-0.05778,-0.00765,-0.02657
0.70251,0.30048,0.20331,9.79826,-0.01335,-0.00543,0.00764
0.82526,0.27194,0.19717,9.78074,-0.04762,0.00061,0.01036
0.68888,0.28738,0.20030,9.80371,-0.08378,-0.00740,0.00101
0.66235,0.28952,0.21863,9.84489,-0.04153,0.01794,-0.00886
0.73509,0.27625,0.20046,9.79197,-0.01902,-0.00853,-0.01237
0.52649,0.29163,0.17314,9.80248,-0.07040,0.01749,-0.02316
0.72849,0.29116,0.17574,9.81014,-0.04961,0.00372,-0.00014
0.67849,0.28532,0.19996,9.81678,-0.02823,-0.03267,0.00702
0.37132,0.30732,0.17005,9.82273,-0.05979,0.00319,-0.00599
0.41300,0.28741,0.18968,9.81322,-0.03369,-0.00422,-0.00886
0.31614,0.30157,0.17410,9.82873,-0.04938,0.00704,0.00381
0.64595,0.28569,0.19814,9.84007,-0.05380,-0.03097,-0.00630
0.52201,0.29387,0.17624,9.80733,-0.04256,0.00375,-0.00347
0.74772,0.29074,0.19885,9.78379,-0.03628,-0.01786,0.02149
0.56175,0.28804,0.18121,9.83973,-0.01000,-0.05473,-0.00744
0.38167,0.30410,0.19261,9.82250,-0.05593,-0.02559,0.02007
0.55018,0.28498,0.20459,9.81560,-0.06637,0.00949,-0.02724
0.42309,0.29297,0.17594,9.78661,-0.04018,0.00286,-0.00710
0.65637,0.29071,0.18279,9.78297,-0.06578,0.01551,0.00320
0.86234,0.28517,0.19215,9.80408,-0.07607,0.04405,0.01876
0.47044,0.28490,0.19533,9.81037,-0.08977,0.03073,-0.00509
0.33096,0.29914,0.20602,9.83152,-0.04245,0.02154,-0.01961
0.82915,0.28858,0.19696,9.76950,-0.04897,0.02653,0.01761
0.84094,0.27629,0.19211,9.79823,-0.03551,-0.00546,-0.00387
0.82936,0.28030,0.20614,9.79997,-0.04343,0.01312,-0.01670
0.83741,0.27995,0.19493,9.83655,-0.04967,0.00522,-0.01630
0.76596,0.30228,0.20721,9.75959,-0.07576,0.00168,-0.00838
0.33829,0.31104,0.19571,9.82377,-0.06649,0.00655,0.01480
0.48581,0.28189,0.19272,9.83071,-0.08158,0.00654,0.00795
0.67961,0.29425,0.17542,9.83300,-0.05264,-0.00523,-0.02585
0.89991,0.27866,0.20224,9.79439,-0.06280,0.02150,-0.02135
0.65203,0.27627,0.19206,9.84709,-0.02356,0.00195,-0.00297
0.55093,0.29798,0.19585,9.80139,-0.06106,-0.02803,0.00610
0.83181,0.28993,0.18891,9.76562,-0.03338,-0.01600,0.00557
0.50734,0.30044,0.19121,9.80328,-0.08579,-0.00099,0.00550
0.36536,0.29149,0.19040,9.81456,-0.08027,-0.01161,0.01745
0.55070,0.28542,0.19204,9.84336,-0.10141,-0.00642,-0.01450
0.68797,0.29051,0.18453,9.81946,-0.07497,-0.03936,-0.02941
0.45105,0.29065,0.18764,9.82491,-0.07651,0.00024,-0.01199
0.48972,0.29394,0.18928,9.79903,-0.07252,-0.01768,-0.00697
0.28737,0.29109,0.17831,9.83622,-0.05287,-0.01316,-0.01182
0.92239,0.28205,0.19079,9.79261,-0.05431,0.01797,0.02400
0.40013,0.29814,0.18960,9.80830,-0.06796,-0.03600,0.01156
0.32526,0.29628,0.19727,9.81807,-0.04750,-0.00274,-0.01155
0.52309,0.27364,0.21167,9.83582,-0.07329,0.03652,0.00331
0.32853,0.28066,0.20199,9.78710,-0.08221,-0.01777,-0.01576
0.63543,0.27086,0.18908,9.81941,-0.06145,-0.01124,0.00543
0.63803,0.28499,0.20014,9.78474,-0.08511,0.00625,-0.03312
0.78295,0.30559,0.19103,9.83302,-0.05291,-0.01533,-0.01374
0.59834,0.26449,0.20034,9.82271,-0.07545,-0.00252,-0.00518
