emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,emg13,emg14,emg15,emg16,emg17,emg18,emg19,emg20,emg21,emg22,emg23,emg24,emg25,emg26,emg27,emg28,emg29,emg30,emg31
0.59770,0.65595,0.69083,0.41403,0.03638,0.05137,0.53525,0.03812,0.31753,0.37219,0.39575,0.02436,0.08293,0.76479,0.03217,0.05024,0.05018,-0.00177,0.03369,0.77142,0.02273,0.03222,0.04067,-0.00129,0.04821,0.65444,0.05243,0.02672,0.42945,0.06192,0.03040,0.08471
0.51651,0.67922,0.65205,0.35973,-0.00506,0.03372,0.36157,0.03532,0.63950,0.43413,0.43319,0.07924,0.00961,0.58126,0.04932,0.06665,0.01935,0.01130,0.04736,0.57325,0.01913,0.03211,0.00366,0.00295,0.04104,0.41523,0.02928,0.05497,0.63340,0.03203,0.02020,0.02001
0.31598,0.35178,0.31947,0.48580,0.00070,0.00528,0.43925,0.01901,0.28338,0.69450,0.29181,0.05721,0.04016,0.72169,0.03515,0.04744,0.02310,0.03343,0.03426,0.30591,-0.00689,0.01794,0.07874,0.03420,0.05761,0.59564,0.02371,0.06636,0.48509,0.03771,0.02230,0.01736
0.56617,0.73301,0.57657,0.70982,0.05284,0.02869,0.27636,0.02848,0.49843,0.68898,0.76990,0.03009,0.05202,0.39129,0.01098,0.05823,-0.02865,0.00968,0.00111,0.45565,0.01783,0.01600,0.00327,0.05340,0.01332,0.52315,0.00565,0.02584,0.37308,0.06219,0.00006,0.03582
0.74222,0.66039,0.33545,0.61152,0.06298,0.04413,0.65518,0.01823,0.37341,0.39499,0.41085,0.03880,0.00067,0.50184,0.00939,0.03375,0.00614,0.05271,0.03172,0.28530,0.04869,0.02216,0.03702,0.07741,0.03071,0.61204,0.03148,0.05893,0.63296,0.05811,0.03880,0.01485
0.65404,0.33228,0.33069,0.65582,0.00496,-0.00280,0.69091,0.01325,0.42531,0.65044,0.74147,0.06687,0.07396,0.35977,0.03039,0.03222,-0.00574,0.02909,0.01154,0.38463,0.06515,0.00238,0.03077,0.05191,0.04436,0.59428,-0.00055,0.00394,0.35706,0.00932,0.01924,0.03112
0.46506,0.34124,0.36669,0.57066,0.02380,0.03142,0.46498,0.03274,0.51127,0.48884,0.43203,0.07088,0.02743,0.32872,0.02415,0.00022,0.02893,0.03165,0.05920,0.29349,0.04542,0.06034,0.09200,0.02244,-0.01819,0.50440,0.05446,0.01512,0.61536,0.03973,0.02248,0.02936
0.66130,0.68372,0.49832,0.40591,0.04033,-0.01075,0.63956,0.01507,0.41699,0.38774,0.70244,0.02446,0.00615,0.75264,-0.00757,0.00133,0.04001,0.03228,0.02041,0.72022,0.02095,0.03993,0.03146,0.06770,0.04071,0.54214,0.00857,0.02848,0.57445,0.01753,0.00757,0.05818
0.33162,0.75024,0.48422,0.65271,0.05497,0.04372,0.67357,0.00391,0.53376,0.61782,0.60776,0.05406,0.02857,0.65305,0.05886,0.00855,0.05713,0.04270,0.05547,0.64936,0.01048,0.05365,0.00348,0.03311,0.04273,0.50403,0.00943,0.03112,0.57879,0.04281,0.01890,0.02256
0.73707,0.36991,0.28953,0.69780,0.01948,0.07044,0.22572,0.03231,0.34057,0.29045,0.40886,0.00985,0.01124,0.31562,0.03987,0.03929,0.00021,0.03205,0.01475,0.67962,0.05864,0.03131,0.02475,0.03928,0.07238,0.64430,0.04937,0.04104,0.35880,0.03258,0.04623,0.02850
0.41098,0.68330,0.50863,0.33713,0.03830,-0.00876,0.46811,0.07165,0.56847,0.55405,0.28714,0.02792,0.03031,0.42763,0.03931,0.05088,0.01155,0.04624,0.06620,0.72183,0.01261,0.02657,0.03597,0.01877,0.01709,0.54718,0.04501,0.03289,0.54436,0.01203,0.03465,0.05752
0.57666,0.51156,0.65161,0.40240,-0.00393,0.01056,0.76968,0.00671,0.57678,0.56910,0.42195,0.03171,0.01262,0.29092,0.05086,0.02464,0.02609,0.01125,0.03792,0.58522,0.02919,0.05027,0.03263,0.00178,0.04532,0.41850,0.06206,0.00635,0.65555,0.02798,0.04230,0.05327
0.32334,0.69255,0.61403,0.37146,0.06949,0.04345,0.25661,0.02743,0.42915,0.53488,0.73580,0.04749,0.03895,0.41333,0.06253,-0.00174,0.04191,0.03122,0.06054,0.54388,0.08514,0.02708,0.04071,0.03153,-0.01596,0.70230,0.03093,-0.00213,0.49757,0.05493,0.05532,-0.00026
0.56099,0.59819,0.30740,0.69210,-0.03151,0.03458,0.65804,0.02609,0.48027,0.69545,0.58475,0.03893,0.06102,0.69666,0.03509,0.01942,0.05883,0.04254,0.04554,0.55585,0.03239,0.00833,0.04221,0.03486,0.03226,0.23262,0.02959,0.04749,0.71178,0.02636,0.01558,0.01606
0.69775,0.59726,0.45184,0.69797,0.04169,0.00562,0.46265,0.00249,0.29694,0.63705,0.58877,0.03928,0.00590,0.42445,0.04064,0.02932,0.03025,0.02843,0.05190,0.62851,0.04482,0.04822,0.02992,0.05746,0.02115,0.45762,0.05402,-0.00056,0.59745,0.06126,0.04966,0.03981
0.45148,0.28880,0.67720,0.30388,-0.00550,0.04903,0.32373,0.06549,0.68440,0.39860,0.67431,0.02777,0.02773,0.68342,0.01804,0.03445,0.03701,0.00903,0.08096,0.70886,-0.01051,0.02654,0.01596,0.04572,-0.00753,0.40454,0.00719,0.05343,0.47720,0.03454,0.02626,0.01101
0.33346,0.52585,0.76081,0.35195,0.05441,0.03740,0.70491,0.05626,0.71240,0.66669,0.26574,0.04348,0.04874,0.30463,0.03668,0.03011,0.05867,-0.00002,0.03628,0.27059,0.02531,-0.01790,0.03091,0.01527,0.01062,0.47589,0.00056,0.00481,0.72055,0.07050,0.00358,-0.01688
0.73107,0.43795,0.52772,0.34972,0.02147,0.05240,0.31521,0.01959,0.65975,0.48849,0.58421,0.03333,0.02993,0.35551,0.04184,0.01994,0.04135,0.03505,0.03784,0.38251,-0.00566,0.08007,0.02267,0.04509,0.06160,0.68464,0.02804,0.02924,0.33486,0.01593,0.03941,0.03994
0.61859,0.63950,0.54803,0.45846,0.05113,0.02543,0.71740,0.02304,0.28490,0.72629,0.25157,0.03278,0.03364,0.30152,0.03665,0.05783,0.02791,0.06891,0.03776,0.32854,0.05108,0.06195,0.00068,0.01210,0.04323,0.46775,0.06301,0.01442,0.36525,0.03682,0.01858,0.05487
0.70538,0.60211,0.73364,0.68145,0.02464,0.03244,0.52621,0.00989,0.72859,0.27233,0.65289,0.03802,0.05776,0.34326,0.03286,0.04542,0.02333,0.02826,0.02543,0.36010,0.03036,0.03273,0.05842,0.03394,0.04437,0.33560,0.06603,0.02252,0.51238,0.00901,0.03157,0.04267
0.45687,0.50714,0.68868,0.69030,0.01571,0.04361,0.56750,0.05581,0.64482,0.35391,0.55937,0.06911,0.04560,0.66342,0.05330,0.00849,0.04841,0.03211,0.05424,0.29792,0.04523,0.03663,0.05235,0.07349,0.04317,0.49255,0.01942,0.03253,0.40546,0.02761,0.04763,0.05518
0.42770,0.40466,0.71001,0.41269,0.05572,0.01900,0.58211,0.03174,0.49030,0.56535,0.75351,0.01631,-0.04011,0.46022,0.04024,0.06400,0.06034,0.03480,0.02270,0.36400,0.04384,0.03252,0.00469,0.05264,0.01988,0.49452,-0.01641,0.09355,0.65883,0.01839,0.00480,0.04898
0.73814,0.52984,0.58633,0.73385,-0.01560,0.02284,0.45747,-0.00452,0.66873,0.58215,0.70375,0.05183,0.03980,0.46019,0.02428,0.06581,0.03926,0.03770,0.03717,0.46171,0.00691,0.06732,0.03128,0.01730,0.05579,0.45124,0.02078,0.02037,0.51838,0.03533,0.03706,0.00222
0.74161,0.63816,0.69150,0.47068,0.03468,0.02933,0.50468,0.04640,0.70858,0.32319,0.68556,0.05661,0.00745,0.50407,0.00819,0.03579,0.02826,0.02052,0.02845,0.23578,0.03122,0.04521,0.01689,0.05845,0.06790,0.61506,0.00407,0.03314,0.62416,0.02923,0.02664,0.03637
0.62930,0.32970,0.48647,0.47717,0.02481,0.04747,0.46704,0.02074,0.56356,0.55153,0.71794,-0.01008,-0.00098,0.32199,-0.03458,0.02433,0.04168,0.00771,0.03889,0.31972,0.02854,0.05075,0.05469,0.04222,-0.00321,0.40414,-0.01660,0.01508,0.56292,0.01541,0.01622,0.03986
0.48361,0.48183,0.30410,0.42613,0.02219,0.03120,0.70055,0.04201,0.68158,0.59045,0.33524,0.04655,0.01365,0.46834,0.00399,0.03764,0.02690,0.05425,0.02276,0.54274,0.01138,0.02000,0.02485,0.02648,0.03947,0.68576,0.04294,0.02577,0.28346,-0.01994,0.06112,0.04717
0.42758,0.56536,0.69704,0.33891,0.02293,-0.00711,0.58786,0.03246,0.67323,0.63619,0.33294,0.05510,0.00061,0.74301,0.02515,0.06480,0.00287,0.03846,0.05407,0.52186,0.06331,0.02386,0.02404,0.03110,0.00289,0.62212,0.00369,0.03498,0.60392,0.07444,0.01661,0.02000
0.36740,0.56795,0.69813,0.43062,0.00973,0.03465,0.34916,0.02362,0.41287,0.37340,0.76598,0.05071,0.03350,0.27277,0.01948,0.03357,0.02541,0.02427,0.00457,0.64870,0.03405,0.03548,0.05997,0.04487,0.05525,0.56955,0.04844,0.02601,0.73556,0.08488,0.06280,-0.01603
0.36421,0.39777,0.27195,0.54184,0.04354,0.01383,0.76596,0.02036,0.45989,0.36742,0.31780,0.02995,0.03135,0.67321,0.01686,0.02222,0.00787,0.05512,0.04391,0.62121,0.04013,0.01966,0.02735,0.00442,0.01767,0.60385,0.00506,0.04024,0.48643,0.03277,0.06905,0.00817
0.47715,0.30952,0.57033,0.38974,0.04949,0.01152,0.46104,0.06396,0.34501,0.47690,0.44294,0.01392,0.01659,0.36717,0.04772,0.04424,0.02637,0.02619,0.02340,0.65023,0.00925,0.08177,0.05579,0.03511,0.00624,0.40758,0.02044,0.04774,0.51302,0.05023,0.00135,0.04338
0.55588,0.59798,0.38759,0.46886,0.03562,0.03728,0.51676,0.03361,0.66761,0.54475,0.70214,0.07149,-0.01065,0.35983,-0.01869,-0.02088,0.04437,0.02822,0.00879,0.33635,0.00814,0.03038,0.01905,0.00849,0.02838,0.57869,0.01173,0.03576,0.38900,-0.02294,0.00755,0.04964
0.62250,0.66380,0.56469,0.43354,0.03292,0.02734,0.50097,0.03274,0.63976,0.45421,0.36193,0.02549,0.03472,0.31154,0.00711,0.05627,0.07711,0.03806,0.03055,0.73123,0.03109,0.03383,0.06034,0.00949,0.05889,0.31632,0.03170,0.01289,0.46504,0.00065,-0.01805,0.00897
0.61671,0.53348,0.65028,0.57370,0.04822,0.04449,0.45154,0.02508,0.46678,0.33228,0.34433,0.00359,0.02344,0.58663,0.04967,0.06174,0.01890,-0.00417,0.02920,0.30338,0.01909,0.04481,0.08021,0.01938,0.00348,0.68584,-0.01595,0.02010,0.25304,0.07827,0.00036,0.01670
0.38196,0.71654,0.36048,0.38935,0.02131,0.03556,0.58055,0.04754,0.60535,0.59750,0.68772,0.00904,0.00853,0.48735,0.01758,0.03847,0.02927,0.02399,0.02786,0.25301,0.04564,-0.01845,0.03742,0.06098,0.08376,0.54669,0.05214,0.01556,0.58652,0.03210,0.01166,0.05188
0.65574,0.35004,0.24256,0.47298,-0.01554,0.01920,0.35058,0.01668,0.47994,0.63520,0.46924,0.01680,-0.00456,0.45929,0.03365,0.00813,0.03724,0.00682,0.04649,0.35653,0.01333,0.03832,0.08224,0.01609,0.04888,0.34595,0.02157,0.03823,0.39547,-0.00465,0.00635,0.04439
0.50962,0.45376,0.31752,0.38321,0.01106,0.07595,0.69120,0.03731,0.62266,0.77606,0.33986,0.05600,0.03893,0.26207,0.03185,0.01593,0.01607,0.02698,-0.00451,0.71308,0.02357,-0.02787,0.05891,-0.00310,-0.00053,0.73514,-0.00622,0.01786,0.40521,-0.00915,0.03267,-0.00619
0.31282,0.65703,0.59804,0.55196,0.05585,0.04094,0.77422,0.04405,0.30786,0.32295,0.65526,0.03249,0.04289,0.69137,0.02588,-0.01937,0.02483,0.02725,0.07824,0.68668,-0.01595,0.02628,0.05943,0.06247,0.01647,0.44366,0.05255,0.06666,0.41241,0.02352,0.00643,-0.00059
0.43006,0.50372,0.36772,0.27979,0.00929,-0.03441,0.50000,0.03393,0.46515,0.73202,0.53771,0.04494,0.02734,0.37802,0.03291,0.01806,0.02961,0.03007,0.01456,0.46990,0.04523,0.03885,0.03532,0.06429,0.04192,0.63351,0.01717,-0.00013,0.31960,0.04471,0.02419,0.03839
0.46485,0.32333,0.59231,0.48014,0.05094,0.02638,0.39725,0.03363,0.61348,0.67668,0.30559,0.01373,0.02927,0.68284,0.02937,0.04731,0.02331,0.04498,0.04210,0.57212,0.03101,0.02439,0.04797,0.05802,0.04670,0.27501,0.04350,-0.00770,0.41490,0.03523,0.04689,0.04271
0.30280,0.63067,0.76052,0.60077,0.05970,0.03351,0.65079,0.03044,0.30010,0.38513,0.67811,0.03368,0.05149,0.29364,0.01906,0.04863,0.03957,0.01951,0.02775,0.54277,-0.01526,0.04965,0.02570,0.02532,0.05161,0.59799,0.01866,0.02213,0.44065,0.04037,0.03335,0.07346
0.73254,0.40664,0.25297,0.55740,0.02239,0.02382,0.45424,0.06538,0.63941,0.64484,0.43753,0.00199,0.04245,0.57327,0.05310,0.02092,0.00225,0.04129,0.02377,0.42016,0.01305,-0.01831,0.02253,0.05579,0.04508,0.48446,0.00845,0.01831,0.73275,0.04798,0.03207,0.00859
0.74977,0.52013,0.40058,0.49053,0.03097,0.04081,0.46765,0.01313,0.67228,0.40504,0.29240,0.02775,0.03400,0.49734,0.04368,0.04625,0.00825,0.03343,0.01079,0.58253,0.06212,0.03849,0.03954,0.00592,0.05926,0.52896,0.03736,0.02918,0.48598,0.01292,0.03810,0.00157
0.50389,0.49750,0.49221,0.68745,-0.00285,0.05239,0.63304,-0.00163,0.40557,0.64621,0.28832,0.01357,0.02516,0.75064,0.04468,0.02481,0.00520,0.03150,0.02287,0.60179,0.01127,0.01875,0.06509,0.03792,0.01711,0.59658,0.02542,0.04426,0.66477,0.07255,0.04429,0.04468
0.37128,0.42261,0.27366,0.32749,0.03988,0.00843,0.53678,0.03141,0.36295,0.38669,0.62178,0.05803,0.04624,0.46745,0.02940,0.03609,0.07310,0.03732,0.04160,0.62131,0.00363,0.01207,0.06503,0.05931,0.03548,0.70059,0.02158,0.05060,0.29185,0.06235,0.05520,0.03346
0.67923,0.71716,0.74967,0.25876,0.02650,0.02685,0.49738,0.02677,0.32475,0.33254,0.48387,0.02142,0.05288,0.40721,0.03471,0.05025,0.02215,0.06229,0.04396,0.37622,-0.00261,0.06274,0.06862,0.05140,0.02575,0.50032,0.03174,0.02512,0.58078,0.04202,0.05049,0.07708
0.33350,0.52931,0.48787,0.64979,0.02565,0.01430,0.58084,0.00940,0.34493,0.32914,0.36142,0.03126,0.07093,0.31928,-0.00821,0.03195,0.03265,0.01700,0.07815,0.47743,0.01659,0.02383,-0.01575,0.01612,0.05422,0.48824,0.02483,0.02860,0.69134,0.02533,0.06206,0.00528
0.40220,0.27464,0.27243,0.69249,0.04777,0.04158,0.52104,0.01873,0.32692,0.75455,0.32595,0.00118,0.00296,0.73939,0.03765,0.01215,0.06746,0.02362,0.03591,0.57665,0.02948,0.04639,0.01604,0.08096,0.02773,0.55220,0.01966,0.03275,0.28829,0.03086,0.03700,0.03251
0.61528,0.70992,0.76560,0.31652,0.00933,0.04337,0.72105,0.04256,0.43321,0.30694,0.36841,0.04658,0.04163,0.69710,0.03684,0.02336,0.03895,0.05529,0.02660,0.48963,0.05378,0.04096,0.04436,0.09234,0.03105,0.53814,0.02660,0.02073,0.57652,-0.00688,0.05927,0.05522
0.42961,0.31190,0.45810,0.60626,0.07381,0.00818,0.69179,0.00847,0.39144,0.68043,0.63699,0.02899,0.08810,0.27004,0.03541,0.03993,-0.00778,0.02595,0.02124,0.42207,0.02553,0.00278,0.03177,0.01772,0.03994,0.75877,-0.00287,0.02753,0.57598,-0.01247,-0.02593,0.03171
0.51215,0.69090,0.47422,0.33235,0.00093,0.04430,0.36433,0.02410,0.66628,0.67893,0.37440,0.02885,0.02425,0.29392,0.04387,0.01794,0.03711,0.00103,0.04531,0.49982,0.01562,0.06072,0.06388,0.01000,0.00743,0.50547,0.07878,0.04143,0.39250,0.01316,0.01395,-0.01230
0.50938,0.72723,0.38301,0.58464,0.02437,0.01887,0.70995,0.03135,0.41030,0.59943,0.24722,0.05157,0.00891,0.54398,0.02263,-0.00202,-0.00288,0.05381,-0.01682,0.24815,0.02604,0.04808,0.00756,0.03629,0.03793,0.66783,0.05114,0.02217,0.74445,0.03819,0.04774,0.03556
0.57451,0.61565,0.52201,0.37880,0.05314,0.01533,0.62719,0.01503,0.70939,0.47105,0.69699,0.00232,0.00781,0.47032,0.04689,0.02949,0.01280,0.00944,0.06582,0.50018,-0.00248,0.03559,0.06065,0.02727,0.01838,0.62267,0.04463,0.00164,0.32524,0.00157,0.05302,0.03227
0.51631,0.67408,0.42962,0.60161,0.02562,0.02522,0.68346,0.00444,0.52492,0.56844,0.37699,0.03129,0.01148,0.30231,0.00147,0.01172,0.03229,0.01984,0.03846,0.42262,0.02177,0.05952,0.02069,0.00273,0.02718,0.28929,0.06573,-0.01056,0.25496,0.01571,0.02717,-0.00917
0.58419,0.49897,0.57764,0.28223,0.06626,0.01775,0.30554,-0.00195,0.38793,0.58802,0.70140,0.02719,0.00509,0.36793,0.02796,0.04681,0.02474,0.00324,0.02609,0.60718,0.03403,0.01716,0.01007,0.04097,0.05295,0.28959,0.01646,0.04032,0.73889,0.00427,0.00263,0.08082
0.62841,0.65424,0.42376,0.52047,-0.00346,0.03600,0.31898,-0.01772,0.55129,0.74024,0.37463,-0.01014,0.05794,0.46556,0.03377,0.05311,0.04161,0.06493,0.04602,0.44693,0.01730,0.05161,0.03811,0.01017,0.01844,0.50054,0.04802,0.03258,0.39147,0.01765,0.00978,-0.01959
0.43885,0.39340,0.58650,0.49919,0.03262,0.03292,0.50059,0.02480,0.73066,0.38702,0.64321,0.00628,0.02894,0.28350,0.03099,0.01821,0.00760,0.01234,0.06294,0.51104,0.00579,-0.00580,0.05503,0.09042,0.06763,0.53766,0.02450,-0.01386,0.48402,0.03531,0.04745,0.00891
0.42402,0.73119,0.60281,0.33425,0.05479,0.04280,0.37839,0.05040,0.31694,0.35022,0.40688,0.07659,0.03577,0.30650,0.04648,-0.00476,0.03392,0.03749,0.01674,0.35181,0.02471,0.02059,0.04134,0.02864,0.04386,0.53827,0.05553,0.06166,0.25329,0.03207,0.06483,0.06741
0.26098,0.61663,0.52323,0.51676,0.04801,0.03966,0.66137,0.02712,0.64022,0.39371,0.52755,0.05719,0.05480,0.27990,-0.00212,0.04364,0.03244,0.04432,0.04054,0.57195,0.00451,0.02541,0.05713,0.02917,0.02638,0.34133,0.01434,0.01414,0.23802,0.00655,0.05207,0.04797
0.52479,0.70546,0.38247,0.41131,0.02017,-0.01154,0.25672,0.00345,0.48721,0.33910,0.53879,0.03434,0.00985,0.49971,-0.00102,0.02003,0.04462,0.01721,0.00559,0.60187,0.04070,0.02657,-0.00580,0.07229,0.07869,0.39447,0.02982,0.04429,0.24131,0.05992,-0.02543,0.03913
0.34520,0.57667,0.31352,0.74771,0.06101,0.01345,0.35000,0.04804,0.69108,0.42041,0.67566,-0.00925,0.04069,0.64698,0.02625,-0.01189,0.03878,0.00597,-0.01976,0.60504,0.03502,0.03095,0.09276,0.03075,0.04118,0.72253,0.01392,0.03456,0.56553,0.03431,0.00024,0.02351
0.27478,0.44570,0.52070,0.53310,-0.01244,0.03259,0.51572,0.00477,0.32653,0.70679,0.50557,0.04781,0.02329,0.33253,0.00636,0.02965,0.03400,0.04395,0.04823,0.31209,0.03519,0.02966,0.06562,0.01196,0.01680,0.60505,0.05202,0.03352,0.51229,0.04677,0.04920,0.03245
0.48074,0.69861,0.39120,0.33198,0.07812,0.00186,0.72777,0.04042,0.66556,0.30575,0.69285,0.01614,0.03941,0.55807,-0.01088,0.03525,0.03624,0.01744,0.04566,0.65127,0.04263,0.00591,0.02658,0.03456,0.06097,0.29443,0.06910,0.00902,0.79406,0.02069,0.04384,0.05259
0.66781,0.35047,0.34750,0.65193,0.01302,0.01448,0.27396,0.06132,0.63950,0.25653,0.50171,0.04772,0.04416,0.45235,0.04247,0.01469,0.06380,0.03347,0.02069,0.59127,0.02163,0.02667,0.02506,0.03966,0.04899,0.70285,0.05841,0.05040,0.45396,0.02466,0.03914,0.00940
0.38770,0.70498,0.65366,0.39836,0.02444,0.03214,0.55971,0.04465,0.50876,0.68127,0.48176,0.03367,0.03585,0.42193,0.03246,0.02493,0.03418,0.00995,0.01722,0.50794,0.03323,0.00485,0.03750,0.04604,-0.00858,0.48819,-0.00095,0.05520,0.59133,0.04524,0.00398,0.01497
0.34369,0.31807,0.56242,0.37967,0.02921,0.00948,0.29129,0.03153,0.68298,0.61865,0.63574,0.05471,0.06801,0.40018,0.00234,0.04276,0.03217,-0.00000,0.01800,0.68529,0.01722,0.05276,0.01246,0.03957,0.04528,0.58691,0.00043,0.02641,0.56321,0.03250,-0.01242,0.02499
0.72696,0.30429,0.34239,0.40578,0.04684,0.00691,0.76565,0.08902,0.63938,0.69379,0.28769,-0.00833,0.00322,0.63201,0.06320,0.01664,0.02608,0.01982,0.01493,0.76032,0.02537,0.02298,0.05102,0.00793,0.04978,0.54492,0.02577,0.02483,0.45791,0.00411,0.03389,0.00109
0.69629,0.29722,0.51835,0.34947,0.02590,0.03861,0.32262,-0.00319,0.56094,0.54379,0.45531,0.02385,-0.01169,0.64378,0.02788,-0.02261,0.05145,0.05892,0.06170,0.25357,0.02261,0.04746,0.02308,0.02256,0.03182,0.38933,0.03582,0.01870,0.60657,0.06824,0.01725,0.04302
0.47863,0.32958,0.65699,0.49987,0.04115,0.03527,0.59370,0.03030,0.37192,0.57525,0.39459,0.01675,-0.00119,0.35550,0.00097,0.02984,-0.02674,-0.02244,0.00593,0.54278,0.04994,0.02593,0.04219,0.01711,0.01155,0.45362,0.03450,0.01915,0.62276,0.02386,0.03276,0.01904
0.56465,0.47908,0.73301,0.32490,0.03497,0.05056,0.33296,0.06458,0.58541,0.67526,0.63896,0.04709,0.02079,0.70526,0.07830,0.05348,0.07842,0.02375,0.05980,0.55575,0.03105,0.06321,0.03387,0.04311,0.03890,0.54945,0.06406,0.01295,0.29511,0.04924,0.06460,0.00053
0.71764,0.24250,0.49770,0.25346,0.06267,0.06899,0.73406,0.05999,0.27746,0.42219,0.47687,0.02377,0.03641,0.49678,0.00235,0.04251,0.05259,0.02221,0.07039,0.56486,0.03851,0.02946,0.03627,0.01243,0.01110,0.46777,0.04193,0.03689,0.72651,0.08131,0.03153,0.03586
0.65170,0.49436,0.57226,0.47227,0.05255,0.00164,0.69866,-0.00071,0.57485,0.48632,0.64674,0.00519,-0.01446,0.35110,-0.01169,0.03100,0.03697,0.03217,0.03491,0.68768,0.00376,-0.01124,0.04162,0.01357,0.02365,0.65416,0.05896,0.01293,0.64833,0.04963,0.05944,0.03726
0.35914,0.42954,0.48038,0.51394,0.03214,0.04448,0.68991,0.01955,0.70362,0.31585,0.71639,0.00746,0.04476,0.39254,0.01889,0.03455,0.05762,0.05413,0.05904,0.41188,0.01553,0.06163,0.06139,0.03455,0.05530,0.43062,-0.00925,0.03352,0.69474,0.02976,0.04549,0.02784
0.33655,0.40262,0.67645,0.46333,0.01041,0.02645,0.65086,0.04152,0.20908,0.40109,0.65089,0.05959,0.05604,0.34306,0.07311,0.04165,0.04973,-0.01751,0.00566,0.56587,0.00801,0.04916,0.05428,-0.00891,0.04579,0.65062,0.03526,0.00745,0.40147,0.02612,-0.00120,0.04908
0.65900,0.65555,0.47968,0.34144,0.05678,0.03604,0.48512,0.03280,0.61312,0.65359,0.66319,0.07972,0.04483,0.36693,0.04541,0.05778,0.06564,0.04571,0.06235,0.46619,0.03228,0.01375,0.02484,0.05468,0.02748,0.63931,0.03266,0.02306,0.25212,0.01139,0.04500,0.03656
0.69927,0.50243,0.66060,0.42410,0.01389,0.06351,0.43214,0.01895,0.69049,0.41758,0.67960,-0.01609,0.01241,0.43749,0.04090,0.03210,0.04520,0.02180,0.03466,0.64540,0.06585,0.06378,0.04316,0.02404,0.00515,0.46693,0.04809,0.04499,0.43285,0.04405,0.03109,0.03627
0.59923,0.59131,0.48986,0.40941,0.06117,0.03664,0.62275,0.06717,0.28052,0.42817,0.51818,0.02030,0.01113,0.29363,0.05893,0.03203,0.05725,0.03515,0.03833,0.71940,0.03366,0.03639,0.05431,0.01180,0.07537,0.64517,0.04734,0.04207,0.26544,-0.00102,0.04255,0.03906
0.35503,0.67659,0.40207,0.62727,-0.00312,0.04145,0.74514,0.02208,0.30988,0.36624,0.46695,-0.00895,0.04129,0.41179,0.03178,0.05595,0.05349,0.02440,0.04498,0.43815,0.07345,0.07227,0.02154,0.01957,0.06797,0.65445,0.03384,0.01312,0.71450,0.04148,0.02399,0.00557
0.33453,0.66865,0.40825,0.44915,0.07429,0.02179,0.54787,0.01685,0.46205,0.43644,0.33376,0.01506,0.03001,0.30908,0.03313,-0.01523,0.04191,0.01510,0.01567,0.63491,0.00352,0.02061,0.03303,0.03190,0.03706,0.27856,0.04412,0.02987,0.44071,0.06062,0.02370,0.02959
0.40551,0.39718,0.72788,0.62712,0.01422,0.04632,0.35015,0.07773,0.44865,0.68323,0.63460,-0.01885,0.00604,0.45374,0.01207,0.02981,0.01996,0.02128,0.01495,0.38540,0.07193,0.00601,0.05019,0.04728,0.01487,0.41874,0.07061,0.01089,0.66745,0.04119,0.03332,0.02714
0.50485,0.67220,0.57346,0.52936,0.04171,0.02805,0.28389,-0.00204,0.28610,0.44084,0.51268,0.03886,0.01252,0.73966,0.02957,-0.00202,-0.00388,0.04324,0.04659,0.44355,0.03507,0.00374,0.08107,0.03354,-0.00944,0.71374,0.03982,0.03151,0.44777,0.01437,0.03783,0.05591
0.41420,0.73603,0.48494,0.25870,0.05344,0.02599,0.37509,0.02607,0.76085,0.27627,0.54353,0.04456,0.02183,0.65714,0.02920,0.03983,0.02419,0.03691,0.03438,0.30169,0.01040,0.05801,0.05552,0.03992,0.05506,0.62566,-0.00242,0.00120,0.70470,-0.00866,-0.02044,0.01032
0.35509,0.60031,0.46629,0.33621,0.03013,0.03586,0.71601,0.01457,0.31144,0.47146,0.46946,0.00678,0.01165,0.51425,0.01625,0.02967,0.01491,0.02775,0.03254,0.30079,0.03564,0.04006,-0.00375,0.05073,-0.00671,0.68229,0.02141,-0.00307,0.75837,0.01560,0.04314,0.01358
0.68634,0.51453,0.66434,0.75825,0.01992,0.03395,0.41438,0.01966,0.60526,0.42882,0.60545,0.05662,0.05234,0.34101,0.02914,0.07148,0.01448,0.00717,0.05963,0.69206,0.01369,0.04648,0.02425,0.00230,0.02540,0.34676,0.02792,0.02634,0.32448,0.01291,0.03698,0.04831
0.69305,0.46891,0.58720,0.58722,-0.00471,0.03995,0.25789,0.02443,0.60022,0.36016,0.55343,0.01521,0.01680,0.68766,0.04286,0.00744,0.05983,0.01620,0.05813,0.28226,0.00182,0.06581,0.04941,0.01020,0.00502,0.74244,0.04893,0.07429,0.48842,0.03160,0.03111,0.04548
0.58876,0.61190,0.36162,0.32401,-0.01926,0.00717,0.45525,0.03600,0.45279,0.75158,0.46218,-0.01962,0.05476,0.51189,0.02597,0.04052,0.03663,0.01087,0.05478,0.34169,0.08470,0.04518,0.06424,0.01516,0.01368,0.58352,0.04298,0.04582,0.30212,0.01888,0.02695,0.04362
