emg0,imu1_ax,imu1_ay,imu1_az,imu1_gx,imu1_gy,imu1_gz,imu2_ax,imu2_ay,imu2_az,imu2_gx,imu2_gy,imu2_gz
0.32587,0.83738,1.69819,9.63151,0.14771,0.27615,-0.01011,-2.68264,1.63885,9.30742,0.17131,-0.69928,-0.00504
0.34818,0.80816,1.72161,9.62103,0.16119,0.22239,-0.00528,-2.68131,1.66992,9.26432,0.12167,-0.69861,0.01985
0.58683,0.82952,1.70423,9.62006,0.15105,0.23797,-0.01958,-2.64873,1.63483,9.31823,0.17503,-0.68487,-0.01143
0.73310,0.80405,1.70519,9.63787,0.12766,0.28462,-0.02336,-2.65491,1.64436,9.28903,0.14277,-0.66907,0.01227
0.70847,0.81027,1.69710,9.61397,0.12430,0.28875,-0.00082,-2.63628,1.63006,9.29306,0.12587,-0.69035,-0.00875
0.64701,0.81616,1.70369,9.63298,0.15696,0.25614,0.00429,-2.63140,1.63869,9.30024,0.15154,-0.66072,-0.00954
0.28433,0.81509,1.72542,9.62082,0.15613,0.24282,-0.00202,-2.65203,1.63652,9.30262,0.18898,-0.68185,-0.00469
0.54748,0.82043,1.71085,9.62221,0.13080,0.26490,0.01239,-2.64425,1.66272,9.26681,0.18943,-0.65782,-0.00783
0.48363,0.79916,1.71588,9.61418,0.12664,0.26488,-0.00947,-2.62933,1.64448,9.34295,0.19704,-0.65414,0.00524
0.69889,0.80976,1.69311,9.63678,0.12713,0.21282,0.01672,-2.59899,1.64930,9.28353,0.14788,-0.64209,-0.00654
0.66571,0.80423,1.71612,9.59500,0.17759,0.24505,0.01067,-2.60022,1.65620,9.29360,0.15578,-0.66985,-0.04085
0.50106,0.80055,1.71819,9.59559,0.17744,0.27309,0.00812,-2.60516,1.65970,9.29165,0.15546,-0.68274,-0.03141
0.49857,0.79326,1.71552,9.66348,0.13771,0.22258,-0.01581,-2.59552,1.65082,9.30678,0.14408,-0.66400,0.00855
0.56828,0.79957,1.72158,9.62729,0.12173,0.28053,0.01298,-2.59368,1.66143,9.30319,0.15991,-0.64396,0.00333
0.80765,0.79431,1.72129,9.59244,0.14797,0.21701,-0.00391,-2.60208,1.65222,9.30651,0.15513,-0.64551,-0.00187
0.78250,0.79444,1.72032,9.61086,0.15494,0.25193,-0.00466,-2.59113,1.65889,9.33199,0.12791,-0.60544,-0.01176
0.37809,0.80107,1.73560,9.62452,0.14994,0.25276,0.00575,-2.56746,1.66224,9.31676,0.18516,-0.65360,-0.03507
0.45488,0.77223,1.72363,9.62992,0.18961,0.21627,-0.01413,-2.56643,1.66334,9.28607,0.16473,-0.60988,-0.03705
0.66319,0.77213,1.72144,9.61379,0.18375,0.24972,0.00564,-2.55586,1.66878,9.34064,0.16485,-0.60701,-0.01467
0.81723,0.78322,1.71260,9.58320,0.16059,0.21649,0.01009,-2.54790,1.68192,9.31951,0.11848,-0.63446,0.00065
0.40886,0.77627,1.73889,9.60923,0.15677,0.25749,-0.00634,-2.54401,1.67955,9.31694,0.12933,-0.62982,-0.00342
0.78662,0.77887,1.73521,9.63860,0.15169,0.22896,-0.00777,-2.53477,1.68648,9.33449,0.12666,-0.64272,0.00176
0.33181,0.77749,1.74065,9.62863,0.18417,0.25855,0.04719,-2.52077,1.70275,9.30548,0.15991,-0.65079,0.01339
0.34393,0.78421,1.72429,9.62507,0.14389,0.21577,0.02601,-2.52368,1.69031,9.33567,0.15968,-0.60539,0.01381
0.50540,0.76868,1.73958,9.60144,0.17570,0.24416,0.00792,-2.52620,1.67917,9.34638,0.12513,-0.61842,-0.00562
0.87817,0.78445,1.74912,9.64943,0.19091,0.25874,-0.01645,-2.50821,1.68966,9.31602,0.14076,-0.60142,-0.01756
0.47098,0.75681,1.72981,9.58811,0.15632,0.22817,-0.01734,-2.51172,1.69215,9.32747,0.17748,-0.65557,0.00847
0.79659,0.76679,1.73905,9.59107,0.15582,0.21877,-0.00747,-2.49383,1.67008,9.33391,0.13332,-0.63208,-0.01958
0.33472,0.75193,1.73826,9.63604,0.13198,0.19449,0.02772,-2.48272,1.68769,9.34744,0.16533,-0.64501,-0.01270
0.40000,0.76878,1.74302,9.63428,0.17297,0.21861,0.04314,-2.48873,1.69115,9.34724,0.16706,-0.58608,-0.01108
0.88061,0.75136,1.74661,9.62662,0.16084,0.21488,0.04410,-2.49076,1.66998,9.34095,0.17090,-0.64308,0.00507
0.73157,0.75679,1.75509,9.62614,0.09129,0.26974,0.00157,-2.49334,1.71932,9.33947,0.12829,-0.59751,0.03283
0.86473,0.77352,1.76439,9.63046,0.12306,0.25007,0.01889,-2.45957,1.68624,9.29946,0.15019,-0.64002,-0.00530
0.77493,0.74690,1.74670,9.65893,0.14019,0.22325,0.01683,-2.47092,1.69920,9.31248,0.17222,-0.61612,0.01701
0.86930,0.72880,1.76466,9.63921,0.15415,0.22156,0.01162,-2.46251,1.70520,9.35361,0.14394,-0.63363,0.03084
0.48482,0.73884,1.76016,9.63922,0.13640,0.26653,-0.00829,-2.45801,1.70613,9.34058,0.17036,-0.60860,0.00240
0.37843,0.74559,1.75046,9.59340,0.13910,0.23186,0.01920,-2.46270,1.69289,9.36224,0.16104,-0.62012,0.01578
0.54211,0.74206,1.74709,9.60960,0.16170,0.22320,-0.01688,-2.45649,1.70396,9.30054,0.16078,-0.57068,0.01064
0.53054,0.72946,1.75563,9.59968,0.15647,0.20863,0.00284,-2.43810,1.72202,9.33464,0.15683,-0.60533,-0.00854
0.43223,0.73133,1.76028,9.65912,0.10287,0.20953,-0.02064,-2.45144,1.71421,9.37975,0.15856,-0.61521,-0.00252
0.78482,0.73950,1.75433,9.62644,0.14661,0.23884,0.00647,-2.42431,1.71362,9.36600,0.14696,-0.59767,0.01217
0.87143,0.73443,1.78784,9.65127,0.14363,0.22030,0.01601,-2.43453,1.69588,9.37261,0.12275,-0.57671,0.01661
0.68894,0.75120,1.76351,9.65189,0.14681,0.21698,-0.00372,-2.40826,1.71030,9.30719,0.14179,-0.61972,0.01869
0.62929,0.73174,1.73641,9.63904,0.13297,0.21403,0.01214,-2.41219,1.71550,9.36459,0.14002,-0.56950,0.02233
0.54055,0.70207,1.75291,9.65748,0.12340,0.20709,-0.01545,-2.41684,1.70060,9.32472,0.18369,-0.60825,0.00455
0.75855,0.72573,1.77247,9.63448,0.14620,0.21471,0.02930,-2.40590,1.72164,9.38998,0.14529,-0.63274,0.05208
0.55591,0.71707,1.77723,9.60705,0.11287,0.21402,-0.01925,-2.37583,1.72712,9.32658,0.14561,-0.63937,0.00767
0.62332,0.72033,1.77949,9.58281,0.11838,0.20107,0.04222,-2.39841,1.73023,9.35638,0.14683,-0.56732,0.00658
0.60566,0.72697,1.75774,9.64768,0.12740,0.20896,0.01614,-2.38036,1.71597,9.34742,0.16860,-0.58982,-0.01969
0.44198,0.71307,1.76782,9.62488,0.13279,0.24251,-0.00118,-2.38820,1.71611,9.36487,0.14754,-0.58208,-0.00985
0.75311,0.71548,1.78474,9.62021,0.14852,0.21474,-0.02979,-2.37480,1.71118,9.35497,0.16295,-0.59805,-0.01262
0.28197,0.71937,1.77081,9.66128,0.20104,0.22945,-0.01914,-2.37059,1.72005,9.35909,0.10520,-0.59303,-0.01125
0.65808,0.71077,1.78955,9.61097,0.18067,0.26135,0.01193,-2.36262,1.72597,9.36530,0.16310,-0.54174,-0.00826
0.39359,0.70861,1.78107,9.65736,0.13925,0.18072,-0.00241,-2.35519,1.72946,9.35294,0.14026,-0.56888,-0.02766
0.55332,0.70878,1.78686,9.60865,0.15948,0.18933,0.01358,-2.32770,1.73118,9.34829,0.16261,-0.56458,0.00326
0.82936,0.71293,1.78610,9.59798,0.13981,0.21774,-0.02894,-2.35680,1.72885,9.33354,0.14169,-0.54054,0.00814
0.41026,0.69907,1.78207,9.62446,0.14023,0.22806,-0.01270,-2.36286,1.75206,9.36396,0.19049,-0.60279,0.00430
0.42617,0.70692,1.78868,9.60291,0.14808,0.22876,-0.01728,-2.31814,1.72566,9.39086,0.12294,-0.56855,0.00264
0.78173,0.68853,1.79878,9.61296,0.13932,0.24739,0.00669,-2.32064,1.73994,9.35151,0.14605,-0.57105,-0.00706
0.36874,0.68304,1.78411,9.61173,0.15593,0.22432,0.01498,-2.33198,1.74554,9.37820,0.15907,-0.56141,-0.01848
0.69130,0.68539,1.78661,9.60618,0.12166,0.25578,-0.00928,-2.31970,1.75166,9.36867,0.14904,-0.54736,-0.01186
0.88014,0.69190,1.80648,9.63066,0.12535,0.22850,0.00362,-2.31272,1.74042,9.37493,0.17046,-0.56128,0.00693
0.71115,0.67446,1.79647,9.60733,0.14788,0.22698,0.00102,-2.30396,1.73683,9.38401,0.19376,-0.57226,0.01442
0.73472,0.67239,1.78378,9.60473,0.12133,0.20862,0.01499,-2.28502,1.72884,9.36210,0.14978,-0.53332,-0.04503
0.48469,0.69547,1.79017,9.61962,0.13102,0.18372,-0.02642,-2.26807,1.73770,9.39480,0.13248,-0.58440,-0.03617
0.89416,0.68225,1.82170,9.61874,0.17612,0.21568,-0.00140,-2.29223,1.74744,9.35861,0.12386,-0.54646,0.03109
0.40636,0.68859,1.78393,9.64202,0.13240,0.18638,-0.01614,-2.29280,1.75594,9.41342,0.13923,-0.55012,0.01294
0.79715,0.68394,1.80541,9.62018,0.12185,0.21907,0.01382,-2.27606,1.75930,9.34230,0.15868,-0.58464,0.00308
0.38203,0.68667,1.78890,9.61422,0.15539,0.22549,-0.00263,-2.27186,1.75514,9.42217,0.17142,-0.55082,0.00435
0.92639,0.65680,1.81616,9.65081,0.13557,0.24596,0.00102,-2.27429,1.75809,9.43262,0.16394,-0.56269,-0.03084
0.42449,0.66245,1.80118,9.63172,0.12416,0.22661,-0.01759,-2.28292,1.75502,9.37719,0.17981,-0.56261,-0.01359
0.64699,0.68332,1.79248,9.61422,0.15644,0.19608,-0.01085,-2.26179,1.77706,9.36606,0.11384,-0.57034,0.01494
0.83313,0.66177,1.81359,9.59785,0.16014,0.17376,-0.00521,-2.26074,1.76868,9.38968,0.14987,-0.57387,-0.00218
0.75346,0.65605,1.81101,9.60621,0.12829,0.20458,-0.00823,-2.25893,1.77017,9.35397,0.13188,-0.54743,-0.00275
0.76570,0.66423,1.79617,9.62903,0.15963,0.19036,0.00912,-2.24491,1.77309,9.34857,0.16156,-0.56013,-0.01071
0.74146,0.65254,1.81830,9.61112,0.13609,0.22434,0.01504,-2.24967,1.76223,9.35740,0.11529,-0.53150,-0.01056
0.60371,0.64956,1.81122,9.59044,0.17718,0.17482,0.03000,-2.23010,1.77206,9.35007,0.16056,-0.54431,-0.03645
0.42623,0.65138,1.81598,9.61932,0.14389,0.21986,-0.03761,-2.20856,1.76072,9.38288,0.13993,-0.55882,0.03594
0.77989,0.66557,1.82036,9.62677,0.17210,0.20871,-0.02850,-2.23075,1.77099,9.37958,0.15840,-0.50040,-0.02673
0.75172,0.65858,1.81511,9.61420,0.13664,0.23428,0.04948,-2.23528,1.75712,9.39151,0.13707,-0.52842,0.01506
0.52696,0.66398,1.82593,9.61429,0.17070,0.23390,-0.01598,-2.20708,1.77659,9.37388,0.16675,-0.53011,-0.01807
0.65406,0.66752,1.83415,9.60140,0.16780,0.19449,-0.04942,-2.21911,1.77752,9.41042,0.17630,-0.53865,-0.01242
0.51105,0.63662,1.81892,9.62165,0.12906,0.25905,0.00292,-2.20473,1.77261,9.35872,0.14686,-0.51886,0.00420
0.57190,0.65397,1.81242,9.62085,0.16259,0.22229,-0.02326,-2.20580,1.78074,9.41847,0.17372,-0.55259,-0.03870
0.78762,0.64040,1.81343,9.56819,0.13994,0.24068,-0.03829,-2.20825,1.77606,9.40271,0.14861,-0.55235,0.02598
0.62389,0.64107,1.81935,9.62733,0.16686,0.20309,0.02622,-2.18528,1.78735,9.42307,0.14833,-0.51286,-0.01348
0.64605,0.64195,1.82604,9.61015,0.13432,0.17673,-0.00809,-2.17732,1.79615,9.42042,0.13955,-0.54363,-0.01620
0.49247,0.63523,1.82701,9.59653,0.12761,0.20232,-0.00023,-2.18736,1.78797,9.38784,0.16161,-0.52293,-0.00879
0.47568,0.63738,1.81810,9.61278,0.16258,0.19293,-0.02045,-2.17477,1.78902,9.37277,0.15288,-0.51856,-0.03385
0.73965,0.62969,1.83059,9.64365,0.13286,0.17553,-0.01031,-2.18093,1.76975,9.41215,0.14326,-0.49492,-0.00916
0.72093,0.62559,1.85412,9.59623,0.16512,0.22041,-0.00281,-2.16664,1.78251,9.40600,0.13021,-0.53489,0.00664
0.38435,0.63117,1.83819,9.63253,0.15597,0.16156,0.02703,-2.17887,1.79404,9.38533,0.16583,-0.52292,-0.05790
0.64425,0.63515,1.83271,9.62904,0.14561,0.21583,0.02675,-2.14555,1.80468,9.36912,0.10282,-0.52545,-0.01247
0.66421,0.64476,1.83645,9.62976,0.12117,0.19511,-0.00701,-2.12165,1.79288,9.39535,0.12345,-0.51644,-0.01301
0.65185,0.62098,1.84733,9.63101,0.15154,0.17956,0.02324,-2.15331,1.77573,9.38687,0.17730,-0.52792,-0.02478
0.70454,0.61525,1.84204,9.59354,0.14527,0.19121,0.01374,-2.14575,1.80081,9.39487,0.12014,-0.49095,-0.00901
0.44059,0.61712,1.83559,9.60357,0.15371,0.17240,0.00395,-2.11496,1.81526,9.37888,0.17910,-0.50585,-0.01190
0.36963,0.64367,1.83037,9.61428,0.13751,0.19307,-0.00438,-2.12771,1.79437,9.43021,0.19078,-0.47888,-0.02764
0.35230,0.61378,1.85076,9.62695,0.15471,0.20825,-0.01734,-2.12115,1.80375,9.40483,0.15910,-0.50158,0.01179
0.65295,0.60875,1.83008,9.62993,0.15717,0.22709,-0.01451,-2.13391,1.81174,9.41145,0.15287,-0.48081,0.00575
0.88908,0.61958,1.83231,9.64812,0.16352,0.20717,0.00510,-2.11269,1.80853,9.40506,0.16815,-0.48525,-0.02948
0.82112,0.60518,1.83815,9.63565,0.14067,0.19751,0.01252,-2.11001,1.79928,9.39409,0.18073,-0.51158,0.00929
0.64453,0.61459,1.85642,9.63377,0.12515,0.14545,0.00557,-2.10694,1.80369,9.41676,0.14795,-0.51010,-0.00650
0.84659,0.61757,1.84271,9.60610,0.15031,0.17450,-0.01578,-2.09915,1.78568,9.42681,0.15506,-0.48557,0.00902
0.47436,0.60988,1.84516,9.59798,0.15425,0.19426,-0.00978,-2.09513,1.81592,9.39447,0.15547,-0.51836,-0.00133
0.37012,0.60869,1.85908,9.63226,0.15002,0.19114,0.00142,-2.07759,1.81005,9.41246,0.12906,-0.49121,0.04191
0.51578,0.60410,1.83479,9.60575,0.12598,0.16446,0.00166,-2.07578,1.81520,9.41886,0.14918,-0.48104,0.02781
0.32484,0.61602,1.84059,9.59287,0.16434,0.18156,0.00741,-2.09472,1.81854,9.44342,0.14887,-0.46512,-0.01688
0.75829,0.59270,1.83180,9.62826,0.13040,0.17767,0.00114,-2.08532,1.82111,9.41939,0.15308,-0.49666,-0.00089
0.45039,0.60366,1.85824,9.57874,0.12438,0.16193,-0.00177,-2.08580,1.82135,9.41841,0.17678,-0.47569,0.01467
0.47302,0.57972,1.85919,9.63585,0.16121,0.19055,0.01855,-2.07308,1.82692,9.42837,0.14371,-0.48739,0.01737
0.71371,0.60155,1.84135,9.62214,0.18229,0.18338,0.00815,-2.06639,1.82385,9.40021,0.12447,-0.48059,-0.00719
0.76310,0.61954,1.86426,9.61239,0.15227,0.18983,-0.01658,-2.06306,1.81110,9.38783,0.13555,-0.47227,-0.03749
0.83430,0.58246,1.85319,9.61710,0.15854,0.16064,-0.00701,-2.05085,1.81809,9.43213,0.17163,-0.47806,-0.03278
0.88205,0.59109,1.85803,9.61358,0.13750,0.19836,0.00650,-2.06166,1.84164,9.43471,0.15487,-0.48130,-0.01286
0.75435,0.59415,1.87645,9.61216,0.14202,0.17679,-0.02951,-2.05589,1.82853,9.41271,0.12622,-0.45573,-0.03152
0.78872,0.59953,1.84362,9.60582,0.15652,0.19212,-0.01887,-2.05033,1.81381,9.45921,0.14250,-0.46442,0.00066
0.43274,0.58564,1.86328,9.59556,0.12645,0.15328,-0.02510,-2.03160,1.83645,9.40127,0.14833,-0.53373,0.01414
0.74694,0.58447,1.86767,9.59004,0.13576,0.20062,-0.02459,-2.01762,1.83594,9.43373,0.13949,-0.46304,-0.02262
0.33619,0.59400,1.87387,9.60524,0.13846,0.17966,0.00358,-2.02142,1.82980,9.39373,0.12655,-0.47880,0.01655
0.68951,0.56135,1.87823,9.63274,0.11638,0.20354,0.01512,-2.03705,1.84024,9.38077,0.14290,-0.45345,0.01520
0.53793,0.56416,1.88240,9.60249,0.16739,0.18139,0.00517,-2.00907,1.83008,9.41152,0.15359,-0.50186,0.03682
0.38737,0.56478,1.89123,9.64130,0.10031,0.16673,0.01091,-1.99589,1.83153,9.45031,0.13252,-0.46194,-0.03099
0.75510,0.56832,1.88699,9.61708,0.11488,0.19140,0.02324,-2.01941,1.83163,9.43539,0.13775,-0.46228,0.00667
0.74333,0.57169,1.89033,9.63459,0.14140,0.16059,-0.01207,-1.98103,1.84077,9.40056,0.10256,-0.47822,-0.01414
0.60323,0.58057,1.86676,9.59314,0.14914,0.18522,0.00797,-1.99849,1.84925,9.45471,0.16062,-0.48037,-0.01002
0.78058,0.57239,1.88504,9.58763,0.15689,0.18183,0.01782,-1.99795,1.83980,9.45613,0.15983,-0.47960,0.00189
0.48420,0.57071,1.88840,9.58008,0.12967,0.17619,-0.00859,-1.98259,1.84212,9.43227,0.16380,-0.44175,0.00799
0.40278,0.56078,1.88492,9.59159,0.13668,0.18990,-0.02113,-1.98843,1.85838,9.40239,0.15170,-0.45766,0.00900
0.67238,0.57114,1.87743,9.60916,0.17629,0.15852,-0.01467,-1.98491,1.84716,9.38994,0.12031,-0.43753,-0.01039
0.86526,0.55819,1.87692,9.57181,0.14807,0.18745,0.00804,-1.97254,1.85449,9.42312,0.15991,-0.46801,0.01683
0.59922,0.55707,1.88475,9.62632,0.15062,0.16344,0.01150,-1.97391,1.84486,9.41275,0.14238,-0.47165,-0.03296
0.54906,0.55271,1.89898,9.62121,0.13328,0.17441,0.00874,-1.98884,1.85053,9.44368,0.09071,-0.44879,-0.02327
0.46744,0.56720,1.89520,9.65449,0.13368,0.15852,0.00226,-1.96733,1.85638,9.42687,0.15766,-0.43773,-0.00019
0.65067,0.54443,1.90906,9.63591,0.18001,0.20952,0.00034,-1.95597,1.84699,9.45077,0.12427,-0.49079,-0.03036
0.68750,0.55960,1.90293,9.58631,0.14408,0.19180,0.01315,-1.95724,1.85568,9.45371,0.13732,-0.46021,-0.01068
0.83402,0.54933,1.90539,9.61745,0.14626,0.18990,-0.00288,-1.93973,1.84408,9.43896,0.15431,-0.44306,-0.01569
0.48370,0.55361,1.91936,9.58215,0.15216,0.15298,-0.00008,-1.93664,1.86130,9.42095,0.12988,-0.47285,0.03805
0.35096,0.53503,1.90407,9.61135,0.16277,0.20673,-0.02325,-1.93501,1.84273,9.44107,0.12979,-0.46191,-0.02933
0.36401,0.55287,1.91135,9.59768,0.14961,0.16737,-0.03041,-1.94607,1.87092,9.44209,0.15351,-0.43638,0.00067
0.39797,0.55081,1.89868,9.59290,0.12590,0.15161,0.01162,-1.92044,1.87093,9.40730,0.15461,-0.41873,0.01668
0.84279,0.55052,1.89831,9.58924,0.12004,0.19481,0.01159,-1.92232,1.88561,9.42195,0.18254,-0.42742,-0.01353
0.59232,0.52963,1.90973,9.59198,0.11497,0.14183,-0.00780,-1.92689,1.86444,9.44442,0.11758,-0.42625,0.03219
0.81188,0.53715,1.90330,9.63329,0.15626,0.15749,0.00733,-1.91770,1.87613,9.43658,0.16327,-0.48933,-0.00701
0.62750,0.54105,1.91210,9.62028,0.12644,0.19016,0.03577,-1.90778,1.85714,9.45826,0.14693,-0.43238,-0.00732
0.65460,0.53723,1.90388,9.63347,0.09187,0.16395,-0.01474,-1.90635,1.87382,9.44485,0.12115,-0.44579,0.02514
0.43833,0.52023,1.92390,9.59460,0.16679,0.18112,0.01239,-1.89333,1.87233,9.37881,0.11169,-0.42584,-0.00271
0.41176,0.54389,1.91509,9.60142,0.15862,0.17054,0.00604,-1.90041,1.86120,9.46200,0.14711,-0.47881,0.00113
0.46309,0.53239,1.91139,9.63606,0.17172,0.19571,-0.03152,-1.91859,1.89420,9.43083,0.14365,-0.43437,0.03479
0.31566,0.53692,1.92288,9.57776,0.14207,0.17787,-0.03185,-1.88731,1.88540,9.41864,0.17620,-0.42828,-0.02378
0.66902,0.51978,1.90469,9.58565,0.12902,0.13449,-0.03378,-1.90037,1.88696,9.43367,0.14352,-0.47303,-0.00994
0.80840,0.52840,1.93112,9.61352,0.14943,0.17699,-0.00154,-1.88911,1.89168,9.41369,0.15644,-0.44500,0.02736
0.80215,0.52681,1.90263,9.56157,0.14408,0.15686,0.02177,-1.87401,1.88404,9.44869,0.15896,-0.41465,-0.01414
0.81323,0.52385,1.92150,9.61805,0.16341,0.16079,-0.00546,-1.89546,1.88399,9.41598,0.13667,-0.41785,-0.00878
0.62760,0.52657,1.90973,9.61292,0.16023,0.17124,0.02783,-1.86532,1.90490,9.42209,0.13555,-0.38698,0.00556
0.75479,0.52322,1.92925,9.59254,0.17146,0.14237,0.00289,-1.85867,1.87946,9.42696,0.14930,-0.42336,-0.02353
0.42398,0.52578,1.92715,9.60552,0.17317,0.15614,-0.01811,-1.85523,1.86522,9.44483,0.14179,-0.42781,0.00029
0.67281,0.50800,1.91195,9.59335,0.11434,0.13662,-0.02819,-1.85222,1.88158,9.45017,0.13589,-0.44418,0.00173
0.84599,0.52534,1.90633,9.58772,0.16301,0.16991,-0.02272,-1.85897,1.88642,9.46459,0.17946,-0.43879,-0.00900
0.42504,0.51010,1.93681,9.60867,0.15681,0.16502,-0.01190,-1.85775,1.89416,9.43578,0.14092,-0.46717,0.02185
0.61450,0.50567,1.94197,9.64053,0.13636,0.13941,0.00876,-1.85873,1.90821,9.46213,0.13515,-0.41333,0.00139
0.47462,0.49776,1.93579,9.61647,0.11418,0.17225,0.01945,-1.86095,1.87409,9.45644,0.17191,-0.41153,0.02783
0.37850,0.50241,1.92291,9.60947,0.14765,0.18947,0.01370,-1.85603,1.89814,9.44108,0.10844,-0.44201,0.03164
0.70282,0.48977,1.93127,9.61395,0.14458,0.14938,0.01761,-1.82415,1.91185,9.43994,0.14237,-0.44021,0.00311
0.47651,0.51144,1.92927,9.61327,0.14064,0.18044,0.00251,-1.85638,1.91890,9.46722,0.14826,-0.41182,-0.03469
0.64665,0.52504,1.95443,9.60980,0.11775,0.15050,0.03103,-1.82843,1.89759,9.49468,0.13460,-0.44363,0.00914
0.59528,0.49945,1.95246,9.61192,0.14231,0.17805,0.00682,-1.82274,1.90575,9.43312,0.12418,-0.44643,0.01189
0.41591,0.49508,1.93014,9.58911,0.14349,0.15291,-0.02618,-1.84436,1.90515,9.47681,0.13308,-0.42497,-0.00276
0.36093,0.51081,1.94300,9.62795,0.11465,0.14845,0.01928,-1.80545,1.91497,9.45687,0.14741,-0.41984,0.01545
0.73748,0.49788,1.93874,9.56966,0.17119,0.15320,0.01009,-1.80918,1.92097,9.44428,0.16047,-0.43289,0.00576
0.53283,0.50175,1.92774,9.61116,0.11502,0.15557,-0.04751,-1.82541,1.90698,9.48090,0.12004,-0.43078,0.00127
0.55778,0.49982,1.93338,9.60246,0.17197,0.16889,-0.00657,-1.80915,1.92075,9.44782,0.11327,-0.39918,0.00858
0.59959,0.50489,1.94821,9.58730,0.13146,0.15073,-0.02049,-1.82140,1.91407,9.42921,0.11260,-0.39892,-0.01253
0.33949,0.48902,1.92020,9.60255,0.12138,0.12264,-0.00079,-1.80157,1.90422,9.42588,0.12721,-0.38561,-0.00754
0.43191,0.47723,1.94150,9.58468,0.13607,0.13438,-0.02713,-1.77383,1.92259,9.46438,0.11643,-0.40035,-0.02632
0.56085,0.48351,1.96010,9.60567,0.10176,0.14672,0.00207,-1.79176,1.93586,9.44747,0.14801,-0.40378,-0.01359
0.71154,0.49576,1.96539,9.58424,0.16516,0.13981,0.01477,-1.78541,1.92972,9.44577,0.17331,-0.36792,0.00757
0.84323,0.47379,1.93783,9.60972,0.11575,0.14933,0.02622,-1.78558,1.93286,9.43292,0.14880,-0.40606,0.00933
0.85342,0.48618,1.94308,9.61998,0.16290,0.15313,-0.00189,-1.77908,1.91543,9.45392,0.13260,-0.38964,0.00873
0.53426,0.47655,1.94010,9.60246,0.15265,0.13882,0.00404,-1.77634,1.92254,9.43768,0.11937,-0.38708,-0.01528
0.46195,0.48897,1.95551,9.59087,0.17589,0.15529,-0.00169,-1.77245,1.93957,9.44459,0.14179,-0.38605,0.00098
0.58050,0.47536,1.96432,9.61907,0.15554,0.15283,-0.00953,-1.75105,1.93579,9.45744,0.13293,-0.37666,-0.02177
0.90654,0.49138,1.94916,9.59880,0.17627,0.13320,-0.03028,-1.76635,1.92727,9.45940,0.12605,-0.35780,-0.00393
0.53819,0.47038,1.97281,9.58946,0.13702,0.18546,0.01192,-1.75086,1.92887,9.47951,0.17658,-0.36373,0.00317
0.56386,0.48559,1.96118,9.60044,0.17630,0.17374,-0.01434,-1.75478,1.92868,9.45872,0.12789,-0.39678,0.00608
0.80420,0.47936,1.96443,9.63334,0.13532,0.17832,0.02363,-1.73554,1.93815,9.43522,0.17555,-0.38361,0.02993
0.41979,0.47813,1.96828,9.59258,0.13010,0.17236,0.02601,-1.74977,1.94994,9.48549,0.16434,-0.36569,-0.01666
0.32594,0.47422,1.96511,9.57036,0.14938,0.17897,-0.00671,-1.74129,1.95052,9.47080,0.13670,-0.35903,-0.04067
0.71349,0.48813,1.96213,9.59015,0.14929,0.14392,0.01077,-1.74080,1.93364,9.46227,0.13097,-0.39832,-0.02729
0.66898,0.46261,1.96799,9.57827,0.13184,0.12095,0.01060,-1.74507,1.94434,9.49077,0.15667,-0.38579,0.01993
0.37271,0.46357,1.96290,9.58311,0.13579,0.11601,-0.02386,-1.74861,1.91971,9.46362,0.15104,-0.37563,0.02394
0.66682,0.45758,1.96323,9.55263,0.13673,0.11562,0.00872,-1.73477,1.93399,9.45664,0.15998,-0.39361,0.02249
0.70601,0.47977,1.98103,9.62705,0.11563,0.15002,-0.01766,-1.72233,1.92637,9.47508,0.12909,-0.38790,0.03052
0.57911,0.46632,1.98527,9.58411,0.13647,0.16931,0.02063,-1.72086,1.94698,9.45349,0.16478,-0.37941,0.03186
0.50176,0.45905,1.97424,9.59662,0.11673,0.15484,-0.03379,-1.73285,1.94759,9.46785,0.10294,-0.41962,-0.01653
0.80804,0.45461,1.97231,9.59211,0.17708,0.14732,0.01156,-1.71488,1.93711,9.48817,0.13064,-0.36801,-0.00809
0.56398,0.43355,1.96463,9.61974,0.10958,0.15938,0.02195,-1.71217,1.95272,9.44199,0.13082,-0.35791,0.02242
0.85372,0.46679,1.98434,9.62616,0.14067,0.12725,-0.02004,-1.69805,1.95343,9.49088,0.12921,-0.40108,0.00062
0.63348,0.43465,1.97637,9.61746,0.13004,0.13027,-0.00516,-1.69547,1.94827,9.46656,0.11558,-0.35319,-0.01388
0.71711,0.47245,1.96928,9.57644,0.12138,0.16241,0.01788,-1.71482,1.95891,9.45291,0.13341,-0.40580,-0.04068
0.71042,0.46747,1.97017,9.58770,0.14186,0.14507,0.03861,-1.69028,1.95259,9.47564,0.14039,-0.35337,-0.00437
0.71301,0.46156,1.96339,9.60697,0.13761,0.14435,-0.02782,-1.71803,1.95341,9.50687,0.12839,-0.35542,0.02216
0.45117,0.45750,1.98891,9.59837,0.13840,0.16553,0.03042,-1.67967,1.97053,9.47459,0.15754,-0.38842,-0.02438
0.48108,0.46558,2.01284,9.57309,0.15854,0.13157,0.01896,-1.69127,1.95234,9.46482,0.14182,-0.35633,-0.00439
